sample_hap_chrom	sample_hap	sample	hap	chrom	start	end	len	project	gapless	CL	filterflag
C030-CHA-S10#Pat#chr10	C030-CHA-S10_Pat	C030-CHA-S10	Pat	chr10	38127888	44367178	6239290	APG	1	135233773	0
C035-CHA-S15#Pat#chr10	C035-CHA-S15_Pat	C035-CHA-S15	Pat	chr10	38115964	43940870	5824906	APG	1	134972859	0
C036-CHA-S16#Pat#chr10	C036-CHA-S16_Pat	C036-CHA-S16	Pat	chr10	38187908	45049785	6861877	APG	1	136073604	0
C037-CHA-S17#Pat#chr10	C037-CHA-S17_Pat	C037-CHA-S17	Pat	chr10	38117793	44186153	6068360	APG	1	135238337	0
C038-CHA-S18#Pat#chr10	C038-CHA-S18_Pat	C038-CHA-S18	Pat	chr10	38125893	45394600	7268707	APG	1	136369200	0
C039-CHA-S19#Pat#chr10	C039-CHA-S19_Pat	C039-CHA-S19	Pat	chr10	38169239	44587667	6418428	APG	1	135461318	0
C040-CHA-S20#Pat#chr10	C040-CHA-S20_Pat	C040-CHA-S20	Pat	chr10	38027292	43883672	5856380	APG	1	134950808	0
C041-CHA-N01#Pat#chr10	C041-CHA-N01_Pat	C041-CHA-N01	Pat	chr10	38155141	43582801	5427660	APG	1	134412506	0
C042-CHA-N02#Pat#chr10	C042-CHA-N02_Pat	C042-CHA-N02	Pat	chr10	38110190	45247743	7137553	APG	1	136230899	0
C043-CHA-N03#Pat#chr10	C043-CHA-N03_Pat	C043-CHA-N03	Pat	chr10	38145643	44267800	6122157	APG	1	135241202	0
C044-CHA-N04#Pat#chr10	C044-CHA-N04_Pat	C044-CHA-N04	Pat	chr10	38139854	44691766	6551912	APG	1	135644042	0
C045-CHA-N05#Pat#chr10	C045-CHA-N05_Pat	C045-CHA-N05	Pat	chr10	38100657	43223231	5122574	APG	1	134201953	0
C046-CHA-N06#Pat#chr10	C046-CHA-N06_Pat	C046-CHA-N06	Pat	chr10	38168307	43689101	5520794	APG	1	134642524	0
C047-CHA-N07#Pat#chr10	C047-CHA-N07_Pat	C047-CHA-N07	Pat	chr10	38095612	47969422	9873810	APG	1	138771613	0
C048-CHA-N08#Pat#chr10	C048-CHA-N08_Pat	C048-CHA-N08	Pat	chr10	38076463	44137910	6061447	APG	1	135105155	0
C049-CHA-N09#Pat#chr10	C049-CHA-N09_Pat	C049-CHA-N09	Pat	chr10	38060778	46293019	8232241	APG	1	137307324	0
C050-CHA-N10#Pat#chr10	C050-CHA-N10_Pat	C050-CHA-N10	Pat	chr10	38159133	45878327	7719194	APG	1	136875092	0
C051-CHA-N11#Pat#chr10	C051-CHA-N11_Pat	C051-CHA-N11	Pat	chr10	38152360	43893596	5741236	APG	1	134802556	0
C052-CHA-N12#Pat#chr10	C052-CHA-N12_Pat	C052-CHA-N12	Pat	chr10	38136568	44369475	6232907	APG	1	135412791	0
C053-CHA-N13#Pat#chr10	C053-CHA-N13_Pat	C053-CHA-N13	Pat	chr10	38185141	44102260	5917119	APG	1	135069751	0
C054-CHA-N14#Pat#chr10	C054-CHA-N14_Pat	C054-CHA-N14	Pat	chr10	38118904	44036287	5917383	APG	1	135040096	0
C055-CHA-N15#Pat#chr10	C055-CHA-N15_Pat	C055-CHA-N15	Pat	chr10	38144163	43323628	5179465	APG	1	134326164	0
C056-CHA-N16#Pat#chr10	C056-CHA-N16_Pat	C056-CHA-N16	Pat	chr10	38075808	42055576	3979768	APG	1	133030487	0
C057-CHA-N17#Pat#chr10	C057-CHA-N17_Pat	C057-CHA-N17	Pat	chr10	38129805	45948412	7818607	APG	1	137353382	0
C058-CHA-N18#Pat#chr10	C058-CHA-N18_Pat	C058-CHA-N18	Pat	chr10	38097898	43687135	5589237	APG	1	134782389	0
C059-CHA-N19#Pat#chr10	C059-CHA-N19_Pat	C059-CHA-N19	Pat	chr10	38134886	44238540	6103654	APG	1	135237576	0
C060-CHA-N20#Pat#chr10	C060-CHA-N20_Pat	C060-CHA-N20	Pat	chr10	38156221	44541687	6385466	APG	1	135487440	0
C061-CHA-NE01#Pat#chr10	C061-CHA-NE01_Pat	C061-CHA-NE01	Pat	chr10	38132757	44284281	6151524	APG	1	135223008	0
C062-CHA-NE02#Pat#chr10	C062-CHA-NE02_Pat	C062-CHA-NE02	Pat	chr10	38123203	42453194	4329991	APG	1	133460777	0
C063-CHA-NE03#Pat#chr10	C063-CHA-NE03_Pat	C063-CHA-NE03	Pat	chr10	38124833	44256499	6131666	APG	1	135347520	0
C064-CHA-NE04#Pat#chr10	C064-CHA-NE04_Pat	C064-CHA-NE04	Pat	chr10	38159388	43130231	4970843	APG	1	134161337	0
C065-CHA-NE05#Pat#chr10	C065-CHA-NE05_Pat	C065-CHA-NE05	Pat	chr10	38153473	44084558	5931085	APG	1	134993749	0
C066-CHA-NE06#Pat#chr10	C066-CHA-NE06_Pat	C066-CHA-NE06	Pat	chr10	38157115	44477024	6319909	APG	1	135411641	0
C067-CHA-NE07#Pat#chr10	C067-CHA-NE07_Pat	C067-CHA-NE07	Pat	chr10	38167278	45450997	7283719	APG	1	136401949	0
C068-CHA-NE08#Pat#chr10	C068-CHA-NE08_Pat	C068-CHA-NE08	Pat	chr10	38122969	45424625	7301656	APG	1	136375227	0
C069-CHA-NE09#Pat#chr10	C069-CHA-NE09_Pat	C069-CHA-NE09	Pat	chr10	38116052	44662758	6546706	APG	1	135663733	0
C070-CHA-NE10#Pat#chr10	C070-CHA-NE10_Pat	C070-CHA-NE10	Pat	chr10	38117331	44427933	6310602	APG	1	135427953	0
C071-CHA-NE11#Pat#chr10	C071-CHA-NE11_Pat	C071-CHA-NE11	Pat	chr10	38072274	43532107	5459833	APG	1	134505429	0
C072-CHA-NE12#Pat#chr10	C072-CHA-NE12_Pat	C072-CHA-NE12	Pat	chr10	38112282	44331681	6219399	APG	1	135326776	0
C073-CHA-NE13#Pat#chr10	C073-CHA-NE13_Pat	C073-CHA-NE13	Pat	chr10	38158784	43879132	5720348	APG	1	134866636	0
C074-CHA-NE14#Pat#chr10	C074-CHA-NE14_Pat	C074-CHA-NE14	Pat	chr10	38163612	44188196	6024584	APG	1	135100418	0
C075-CHA-NE15#Pat#chr10	C075-CHA-NE15_Pat	C075-CHA-NE15	Pat	chr10	38159866	44439767	6279901	APG	1	135564434	0
C076-CHA-NE16#Pat#chr10	C076-CHA-NE16_Pat	C076-CHA-NE16	Pat	chr10	38183079	45343658	7160579	APG	1	136351628	0
C077-CHA-NE17#Pat#chr10	C077-CHA-NE17_Pat	C077-CHA-NE17	Pat	chr10	38214435	45950835	7736400	APG	1	136986467	0
C078-CHA-NE18#Pat#chr10	C078-CHA-NE18_Pat	C078-CHA-NE18	Pat	chr10	38076122	44487856	6411734	APG	1	135455758	0
C079-CHA-NE19#Pat#chr10	C079-CHA-NE19_Pat	C079-CHA-NE19	Pat	chr10	38106392	43678918	5572526	APG	1	134639056	0
C080-CHA-NE20#Pat#chr10	C080-CHA-NE20_Pat	C080-CHA-NE20	Pat	chr10	38152237	43916394	5764157	APG	1	135628437	0
C081-CHA-C01#Pat#chr10	C081-CHA-C01_Pat	C081-CHA-C01	Pat	chr10	38134620	45587311	7452691	APG	1	136638622	0
C082-CHA-C02#Pat#chr10	C082-CHA-C02_Pat	C082-CHA-C02	Pat	chr10	38086811	44378575	6291764	APG	1	135800007	0
C083-CHA-C03#Pat#chr10	C083-CHA-C03_Pat	C083-CHA-C03	Pat	chr10	38110157	45776362	7666205	APG	1	136796105	0
C084-CHA-C04#Pat#chr10	C084-CHA-C04_Pat	C084-CHA-C04	Pat	chr10	38145413	43553176	5407763	APG	0	134446955	1
C085-CHA-C05#Pat#chr10	C085-CHA-C05_Pat	C085-CHA-C05	Pat	chr10	38119563	43478018	5358455	APG	1	134518497	0
C086-CHA-C06#Pat#chr10	C086-CHA-C06_Pat	C086-CHA-C06	Pat	chr10	38198985	44405368	6206383	APG	1	135419494	0
C087-CHA-C07#Pat#chr10	C087-CHA-C07_Pat	C087-CHA-C07	Pat	chr10	38138945	43762676	5623731	APG	1	134783541	0
C088-CHA-C08#Pat#chr10	C088-CHA-C08_Pat	C088-CHA-C08	Pat	chr10	38114340	44040722	5926382	APG	1	135074080	0
C089-CHA-C09#Pat#chr10	C089-CHA-C09_Pat	C089-CHA-C09	Pat	chr10	38079965	43750815	5670850	APG	1	134939362	0
C090-CHA-C10#Pat#chr10	C090-CHA-C10_Pat	C090-CHA-C10	Pat	chr10	38186640	44038241	5851601	APG	1	135028456	0
C091-CHA-C11#Pat#chr10	C091-CHA-C11_Pat	C091-CHA-C11	Pat	chr10	38079184	43833987	5754803	APG	1	134862081	0
C092-CHA-C12#Pat#chr10	C092-CHA-C12_Pat	C092-CHA-C12	Pat	chr10	38180532	43802970	5622438	APG	1	134722892	0
C093-CHA-C13#Pat#chr10	C093-CHA-C13_Pat	C093-CHA-C13	Pat	chr10	38134911	44113061	5978150	APG	1	134982773	0
C094-CHA-C14#Pat#chr10	C094-CHA-C14_Pat	C094-CHA-C14	Pat	chr10	38151253	44641323	6490070	APG	1	135627424	0
C095-CHA-C15#Pat#chr10	C095-CHA-C15_Pat	C095-CHA-C15	Pat	chr10	38114300	46996512	8882212	APG	1	137974980	0
C096-CHA-C16#Pat#chr10	C096-CHA-C16_Pat	C096-CHA-C16	Pat	chr10	38098935	43351251	5252316	APG	1	134794645	0
C097-CHA-C17#Pat#chr10	C097-CHA-C17_Pat	C097-CHA-C17	Pat	chr10	38140187	43357328	5217141	APG	1	134365707	0
C098-CHA-C18#Pat#chr10	C098-CHA-C18_Pat	C098-CHA-C18	Pat	chr10	38149333	45842323	7692990	APG	1	136831795	0
C099-CHA-C19#Pat#chr10	C099-CHA-C19_Pat	C099-CHA-C19	Pat	chr10	38120720	43043399	4922679	APG	1	134053741	0
C100-CHA-C20#Pat#chr10	C100-CHA-C20_Pat	C100-CHA-C20	Pat	chr10	38135952	44084120	5948168	APG	1	135156421	0
C101-CZA01#Pat#chr10	C101-CZA01_Pat	C101-CZA01	Pat	chr10	38160001	46353978	8193977	APG	1	137362136	0
C102-CZA02#Pat#chr10	C102-CZA02_Pat	C102-CZA02	Pat	chr10	38087377	44356199	6268822	APG	1	135339670	0
C103-CZA03#Pat#chr10	C103-CZA03_Pat	C103-CZA03	Pat	chr10	38115865	43719110	5603245	APG	1	134703913	0
C104-CZA04#Pat#chr10	C104-CZA04_Pat	C104-CZA04	Pat	chr10	38146178	45591733	7445555	APG	1	136813228	0
C105-CZA05#Pat#chr10	C105-CZA05_Pat	C105-CZA05	Pat	chr10	38152739	44909754	6757015	APG	1	136002821	0
C106-CZA06#Pat#chr10	C106-CZA06_Pat	C106-CZA06	Pat	chr10	38210021	44203834	5993813	APG	1	135224886	0
C107-CZA07#Pat#chr10	C107-CZA07_Pat	C107-CZA07	Pat	chr10	38096262	45218835	7122573	APG	1	136229219	0
C108-CZA08#Pat#chr10	C108-CZA08_Pat	C108-CZA08	Pat	chr10	38151472	44095310	5943838	APG	1	135097448	0
C109-CUG01#Pat#chr10	C109-CUG01_Pat	C109-CUG01	Pat	chr10	38170258	44118461	5948203	APG	1	135165554	0
C110-CUG02#Pat#chr10	C110-CUG02_Pat	C110-CUG02	Pat	chr10	38217274	43700972	5483698	APG	1	134700137	0
C111-CUG03#Pat#chr10	C111-CUG03_Pat	C111-CUG03	Pat	chr10	38159025	43684570	5525545	APG	1	134686828	0
C112-CUG04#Pat#chr10	C112-CUG04_Pat	C112-CUG04	Pat	chr10	38148642	45469899	7321257	APG	1	136489448	0
C113-CUG05#Pat#chr10	C113-CUG05_Pat	C113-CUG05	Pat	chr10	38126386	44221899	6095513	APG	1	136391512	0
C114-CMG01#Pat#chr10	C114-CMG01_Pat	C114-CMG01	Pat	chr10	38085798	44165432	6079634	APG	1	135278454	0
C115-CMG02#Pat#chr10	C115-CMG02_Pat	C115-CMG02	Pat	chr10	38081977	44251355	6169378	APG	1	135338047	0
C116-CMG03#Pat#chr10	C116-CMG03_Pat	C116-CMG03	Pat	chr10	38070212	44342889	6272677	APG	1	135271524	0
C117-CMG04#Pat#chr10	C117-CMG04_Pat	C117-CMG04	Pat	chr10	38140272	42894871	4754599	APG	1	133849840	0
C118-CMG05#Pat#chr10	C118-CMG05_Pat	C118-CMG05	Pat	chr10	38113934	43420915	5306981	APG	1	134428205	0
C119-CKZ01#Pat#chr10	C119-CKZ01_Pat	C119-CKZ01	Pat	chr10	38157585	44518310	6360725	APG	1	135955793	0
C120-CKZ02#Pat#chr10	C120-CKZ02_Pat	C120-CKZ02	Pat	chr10	38084894	44184520	6099626	APG	1	135205316	0
C121-CKZ03#Pat#chr10	C121-CKZ03_Pat	C121-CKZ03	Pat	chr10	38163069	46009248	7846179	APG	1	136981059	0
C122-CKZ04#Pat#chr10	C122-CKZ04_Pat	C122-CKZ04	Pat	chr10	38143836	43723980	5580144	APG	1	135460059	0
C123-CKZ05#Pat#chr10	C123-CKZ05_Pat	C123-CKZ05	Pat	chr10	38120924	44246419	6125495	APG	1	135196092	0
C124-CZH01#Pat#chr10	C124-CZH01_Pat	C124-CZH01	Pat	chr10	38156257	44328114	6171857	APG	1	135387921	0
C125-CZH02#Pat#chr10	C125-CZH02_Pat	C125-CZH02	Pat	chr10	38162412	44344199	6181787	APG	1	135334888	0
C126-CZH03#Pat#chr10	C126-CZH03_Pat	C126-CZH03	Pat	chr10	38102310	44380052	6277742	APG	1	135816268	0
C127-CZH04#Pat#chr10	C127-CZH04_Pat	C127-CZH04	Pat	chr10	38103707	47053424	8949717	APG	1	138056637	0
C128-CZH05#Pat#chr10	C128-CZH05_Pat	C128-CZH05	Pat	chr10	38089209	43835460	5746251	APG	1	134749667	0
C129-CYI01#Pat#chr10	C129-CYI01_Pat	C129-CYI01	Pat	chr10	38058263	43972540	5914277	APG	0	134900576	1
C130-CYI02#Pat#chr10	C130-CYI02_Pat	C130-CYI02	Pat	chr10	38194180	46632828	8438648	APG	1	137585089	0
C131-CYI03#Pat#chr10	C131-CYI03_Pat	C131-CYI03	Pat	chr10	38118577	43262310	5143733	APG	1	134360810	0
C134-CMH01#Pat#chr10	C134-CMH01_Pat	C134-CMH01	Pat	chr10	38194355	46317208	8122853	APG	1	137330644	0
C135-CMH02#Pat#chr10	C135-CMH02_Pat	C135-CMH02	Pat	chr10	38157758	44543923	6386165	APG	1	135472271	0
C136-CMH03#Pat#chr10	C136-CMH03_Pat	C136-CMH03	Pat	chr10	38154250	47051422	8897172	APG	1	138142641	0
C137-CMH04#Pat#chr10	C137-CMH04_Pat	C137-CMH04	Pat	chr10	38165976	44855980	6690004	APG	1	135824785	0
C138-CMH05#Pat#chr10	C138-CMH05_Pat	C138-CMH05	Pat	chr10	38071305	44418449	6347144	APG	1	135415735	0
C139-CBY01#Pat#chr10	C139-CBY01_Pat	C139-CBY01	Pat	chr10	38147110	46188689	8041579	APG	1	137170993	0
C140-CBY02#Pat#chr10	C140-CBY02_Pat	C140-CBY02	Pat	chr10	38095848	44249798	6153950	APG	1	135303364	0
C141-CBY03#Pat#chr10	C141-CBY03_Pat	C141-CBY03	Pat	chr10	38083905	43294986	5211081	APG	1	134403855	0
C142-CHU01#Pat#chr10	C142-CHU01_Pat	C142-CHU01	Pat	chr10	38157274	43718003	5560729	APG	1	134709997	0
C143-CHU02#Pat#chr10	C143-CHU02_Pat	C143-CHU02	Pat	chr10	38082141	43572679	5490538	APG	1	134608693	0
C144-CHU03#Pat#chr10	C144-CHU03_Pat	C144-CHU03	Pat	chr10	38173147	45947238	7774091	APG	1	136831721	0
C145-CMA01#Pat#chr10	C145-CMA01_Pat	C145-CMA01	Pat	chr10	38094244	43885686	5791442	APG	1	134848627	0
C148-CTJ01#Pat#chr10	C148-CTJ01_Pat	C148-CTJ01	Pat	chr10	38175259	45323750	7148491	APG	1	136338539	0
C149-CTJ02#Pat#chr10	C149-CTJ02_Pat	C149-CTJ02	Pat	chr10	38141361	44064479	5923118	APG	1	135048102	0
C150-CTJ03#Pat#chr10	C150-CTJ03_Pat	C150-CTJ03	Pat	chr10	38165476	44098699	5933223	APG	1	135139621	0
C151-CHA-E21#Pat#chr10	C151-CHA-E21_Pat	C151-CHA-E21	Pat	chr10	38162633	43350216	5187583	APG	1	134337264	0
C152-CKZ06#Pat#chr10	C152-CKZ06_Pat	C152-CKZ06	Pat	chr10	38168544	46524746	8356202	APG	1	137528906	0
C153-CHA-S21#Pat#chr10	C153-CHA-S21_Pat	C153-CHA-S21	Pat	chr10	38081305	43830420	5749115	APG	1	134798124	0
C154-CBA01#Pat#chr10	C154-CBA01_Pat	C154-CBA01	Pat	chr10	38125758	44651498	6525740	APG	1	135730453	0
C155-CBA02#Pat#chr10	C155-CBA02_Pat	C155-CBA02	Pat	chr10	38112427	43845140	5732713	APG	1	134807415	0
C156-CBA03#Pat#chr10	C156-CBA03_Pat	C156-CBA03	Pat	chr10	38196542	43289886	5093344	APG	1	134295207	0
KOR01#Pat#chr10	KOR01_Pat	KOR01	Pat	chr10	38129804	42679254	4549450	APG	1	133665814	0
KOR02#Pat#chr10	KOR02_Pat	KOR02	Pat	chr10	38150582	44354239	6203657	APG	1	135392304	0
KOR03#Pat#chr10	KOR03_Pat	KOR03	Pat	chr10	38244244	45643932	7399688	APG	1	136654572	0
KOR04#Pat#chr10	KOR04_Pat	KOR04	Pat	chr10	38132335	45745517	7613182	APG	1	136704558	0
KOR05#Pat#chr10	KOR05_Pat	KOR05	Pat	chr10	38142891	46863907	8721016	APG	1	137920255	0
KOR06#Pat#chr10	KOR06_Pat	KOR06	Pat	chr10	38107442	45646872	7539430	APG	1	136563445	0
KOR07#Pat#chr10	KOR07_Pat	KOR07	Pat	chr10	38185071	44778422	6593351	APG	1	135698850	0
KOR08#Pat#chr10	KOR08_Pat	KOR08	Pat	chr10	38466546	45376011	6909465	APG	1	134717836	0
HG005_Mat_chr10	HG005_Mat	HG005	Mat	chr10	38149932	43807952	5658020	HPRC	1	134785376	0
HG005_Pat_chr10	HG005_Pat	HG005	Pat	chr10	38080333	43553983	5473650	HPRC	0	134490898	1
HG00621_Mat_chr10	HG00621_Mat	HG00621	Mat	chr10	38079561	43897838	5818277	HPRC	0	134824617	1
HG00621_Pat_chr10	HG00621_Pat	HG00621	Pat	chr10	38133639	44281885	6148246	HPRC	0	135267190	1
HG00673_Mat_chr10	HG00673_Mat	HG00673	Mat	chr10	38150948	44439473	6288525	HPRC	0	135414246	1
HG00673_Pat_chr10	HG00673_Pat	HG00673	Pat	chr10	38075297	43957996	5882699	HPRC	1	134716687	0
HG01106_Mat_chr10	HG01106_Mat	HG01106	Mat	chr10	38163132	44318044	6154912	HPRC	1	135270894	0
HG01106_Pat_chr10	HG01106_Pat	HG01106	Pat	chr10	38154293	44590148	6435855	HPRC	1	135571866	0
HG01109_Mat_chr10	HG01109_Mat	HG01109	Mat	chr10	38135302	43031906	4896604	HPRC	0	133995904	1
HG01109_Pat_chr10	HG01109_Pat	HG01109	Pat	chr10	38138374	43328899	5190525	HPRC	0	134317261	1
HG01243_Mat_chr10	HG01243_Mat	HG01243	Mat	chr10	38140677	42580137	4439460	HPRC	1	133473851	0
HG01243_Pat_chr10	HG01243_Pat	HG01243	Pat	chr10	38159331	44864769	6705438	HPRC	0	135859447	1
HG01258_Mat_chr10	HG01258_Mat	HG01258	Mat	chr10	38196104	43769833	5573729	HPRC	0	134785925	1
HG01258_Pat_chr10	HG01258_Pat	HG01258	Pat	chr10	38127181	42864967	4737786	HPRC	0	133786006	1
HG01358_Mat_chr10	HG01358_Mat	HG01358	Mat	chr10	38151942	46108751	7956809	HPRC	1	137084216	0
HG01358_Pat_chr10	HG01358_Pat	HG01358	Pat	chr10	38143521	47997085	9853564	HPRC	0	139006961	1
HG01928_Mat_chr10	HG01928_Mat	HG01928	Mat	chr10	38142695	43802757	5660062	HPRC	0	134752916	1
HG01928_Pat_chr10	HG01928_Pat	HG01928	Pat	chr10	38209314	44318548	6109234	HPRC	0	135283688	1
HG01952_Mat_chr10	HG01952_Mat	HG01952	Mat	chr10	38147581	44966655	6819074	HPRC	1	135953580	0
HG01952_Pat_chr10	HG01952_Pat	HG01952	Pat	chr10	38103889	43446082	5342193	HPRC	1	134457957	0
HG02055_Mat_chr10	HG02055_Mat	HG02055	Mat	chr10	38137815	42762518	4624703	HPRC	0	134571624	1
HG02055_Pat_chr10	HG02055_Pat	HG02055	Pat	chr10	38147596	42822826	4675230	HPRC	0	133711481	1
HG02145_Mat_chr10	HG02145_Mat	HG02145	Mat	chr10	38053759	43489934	5436175	HPRC	1	134769794	0
HG02145_Pat_chr10	HG02145_Pat	HG02145	Pat	chr10	38050232	43372869	5322637	HPRC	0	134363767	1
HG02486_Mat_chr10	HG02486_Mat	HG02486	Mat	chr10	38070215	43688864	5618649	HPRC	0	134735161	1
HG02486_Pat_chr10	HG02486_Pat	HG02486	Pat	chr10	38133906	42569406	4435500	HPRC	0	133339318	1
HG02572_Mat_chr10	HG02572_Mat	HG02572	Mat	chr10	38073028	43103163	5030135	HPRC	1	133933375	0
HG02572_Pat_chr10	HG02572_Pat	HG02572	Pat	chr10	38097628	43344353	5246725	HPRC	0	134316441	1
HG02717_Mat_chr10	HG02717_Mat	HG02717	Mat	chr10	38111939	44886835	6774896	HPRC	1	135848636	0
HG02717_Pat_chr10	HG02717_Pat	HG02717	Pat	chr10	38134416	44238472	6104056	HPRC	0	135221667	1
HG03098_Mat_chr10	HG03098_Mat	HG03098	Mat	chr10	38193762	43497925	5304163	HPRC	1	134628445	0
HG03098_Pat_chr10	HG03098_Pat	HG03098	Pat	chr10	38120002	43967116	5847114	HPRC	1	134947157	0
HG03492_Mat_chr10	HG03492_Mat	HG03492	Mat	chr10	38128032	44975589	6847557	HPRC	1	135845248	0
HG03492_Pat_chr10	HG03492_Pat	HG03492	Pat	chr10	38167085	44704180	6537095	HPRC	0	136767008	1
HG03579_Mat_chr10	HG03579_Mat	HG03579	Mat	chr10	38134445	44683119	6548674	HPRC	1	135648040	0
HG03579_Pat_chr10	HG03579_Pat	HG03579	Pat	chr10	38132129	43656563	5524434	HPRC	0	134766398	1
HG00438_Mat_chr10	HG00438_Mat	HG00438	Mat	chr10	38155550	45353852	7198302	HPRC	1	136265980	0
HG00438_Pat_chr10	HG00438_Pat	HG00438	Pat	chr10	38133462	44537272	6403810	HPRC	0	135451779	1
HG00735_Mat_chr10	HG00735_Mat	HG00735	Mat	chr10	38152025	43257051	5105026	HPRC	0	134692396	1
HG00735_Pat_chr10	HG00735_Pat	HG00735	Pat	chr10	38116001	44426452	6310451	HPRC	1	135439376	0
HG00741_Mat_chr10	HG00741_Mat	HG00741	Mat	chr10	38138358	43467444	5329086	HPRC	1	134456678	0
HG00741_Pat_chr10	HG00741_Pat	HG00741	Pat	chr10	38153186	44239979	6086793	HPRC	0	135217819	1
HG01071_Mat_chr10	HG01071_Mat	HG01071	Mat	chr10	38042242	43710866	5668624	HPRC	1	134687777	0
HG01071_Pat_chr10	HG01071_Pat	HG01071	Pat	chr10	38086183	43386563	5300380	HPRC	1	134298914	0
HG01123_Mat_chr10	HG01123_Mat	HG01123	Mat	chr10	38162218	43237052	5074834	HPRC	1	134031096	0
HG01123_Pat_chr10	HG01123_Pat	HG01123	Pat	chr10	38110263	46224879	8114616	HPRC	1	136470818	0
HG01175_Mat_chr10	HG01175_Mat	HG01175	Mat	chr10	38121375	43276766	5155391	HPRC	0	134147905	1
HG01175_Pat_chr10	HG01175_Pat	HG01175	Pat	chr10	38159652	44355706	6196054	HPRC	1	135150836	0
HG01361_Mat_chr10	HG01361_Mat	HG01361	Mat	chr10	38164159	43843907	5679748	HPRC	0	136023449	1
HG01361_Pat_chr10	HG01361_Pat	HG01361	Pat	chr10	38185593	44042996	5857403	HPRC	0	134991961	1
HG01891_Mat_chr10	HG01891_Mat	HG01891	Mat	chr10	38076123	44754176	6678053	HPRC	1	135305255	0
HG01891_Pat_chr10	HG01891_Pat	HG01891	Pat	chr10	38139977	45557105	7417128	HPRC	0	136747937	1
HG01978_Mat_chr10	HG01978_Mat	HG01978	Mat	chr10	38120275	46151097	8030822	HPRC	1	137104475	0
HG01978_Pat_chr10	HG01978_Pat	HG01978	Pat	chr10	38117374	49749418	11632044	HPRC	0	141339024	1
HG02080_Mat_chr10	HG02080_Mat	HG02080	Mat	chr10	38136386	45515338	7378952	HPRC	0	136455186	1
HG02080_Pat_chr10	HG02080_Pat	HG02080	Pat	chr10	38023838	44211127	6187289	HPRC	1	135147974	0
HG02109_Mat_chr10	HG02109_Mat	HG02109	Mat	chr10	38132308	44850551	6718243	HPRC	0	135758511	1
HG02109_Pat_chr10	HG02109_Pat	HG02109	Pat	chr10	37914649	44557515	6642866	HPRC	1	135406383	0
HG02148_Mat_chr10	HG02148_Mat	HG02148	Mat	chr10	38144517	43354573	5210056	HPRC	1	134269580	0
HG02148_Pat_chr10	HG02148_Pat	HG02148	Pat	chr10	38106924	45333828	7226904	HPRC	1	136236261	0
HG02257_Mat_chr10	HG02257_Mat	HG02257	Mat	chr10	38098999	43292331	5193332	HPRC	0	134226788	1
HG02257_Pat_chr10	HG02257_Pat	HG02257	Pat	chr10	38135669	43958407	5822738	HPRC	1	134969630	0
HG02559_Mat_chr10	HG02559_Mat	HG02559	Mat	chr10	38119836	43346248	5226412	HPRC	0	134331768	1
HG02559_Pat_chr10	HG02559_Pat	HG02559	Pat	chr10	38088314	43127467	5039153	HPRC	0	134159914	1
HG02622_Mat_chr10	HG02622_Mat	HG02622	Mat	chr10	38080808	42757459	4676651	HPRC	0	133720534	1
HG02622_Pat_chr10	HG02622_Pat	HG02622	Pat	chr10	38118671	43392633	5273962	HPRC	1	134361536	0
HG02630_Mat_chr10	HG02630_Mat	HG02630	Mat	chr10	38151222	44183949	6032727	HPRC	0	135146279	1
HG02630_Pat_chr10	HG02630_Pat	HG02630	Pat	chr10	38232628	43990060	5757432	HPRC	0	135053213	1
HG02723_Mat_chr10	HG02723_Mat	HG02723	Mat	chr10	38144730	45058543	6913813	HPRC	0	136033809	1
HG02723_Pat_chr10	HG02723_Pat	HG02723	Pat	chr10	38146549	43827530	5680981	HPRC	0	134621714	1
HG02886_Mat_chr10	HG02886_Mat	HG02886	Mat	chr10	38089077	43712435	5623358	HPRC	1	134685234	0
HG02886_Pat_chr10	HG02886_Pat	HG02886	Pat	chr10	38138693	43634624	5495931	HPRC	0	134654954	1
HG03453_Mat_chr10	HG03453_Mat	HG03453	Mat	chr10	38088296	43751491	5663195	HPRC	0	134877512	1
HG03453_Pat_chr10	HG03453_Pat	HG03453	Pat	chr10	38093150	42713824	4620674	HPRC	0	133656858	1
HG03486_Mat_chr10	HG03486_Mat	HG03486	Mat	chr10	38068154	43357433	5289279	HPRC	1	134350593	0
HG03486_Pat_chr10	HG03486_Pat	HG03486	Pat	chr10	38106771	43222894	5116123	HPRC	1	134110900	0
HG03516_Mat_chr10	HG03516_Mat	HG03516	Mat	chr10	38143822	43148971	5005149	HPRC	1	134206333	0
HG03516_Pat_chr10	HG03516_Pat	HG03516	Pat	chr10	38100120	43528989	5428869	HPRC	1	134512454	0
HG03540_Mat_chr10	HG03540_Mat	HG03540	Mat	chr10	38113698	45822134	7708436	HPRC	1	136927559	0
HG03540_Pat_chr10	HG03540_Pat	HG03540	Pat	chr10	38127581	43395636	5268055	HPRC	1	134491888	0
NA18906_Mat_chr10	NA18906_Mat	NA18906	Mat	chr10	38133089	43608890	5475801	HPRC	1	134717971	0
NA18906_Pat_chr10	NA18906_Pat	NA18906	Pat	chr10	38111133	43726550	5615417	HPRC	0	135175998	1
NA20129_Mat_chr10	NA20129_Mat	NA20129	Mat	chr10	38083069	44213576	6130507	HPRC	1	135170432	0
